,Language_Name,Num_Segments,Sum_Balance,Num_Contrastive_Features,Order_Name,Sum_Balance_1,Sum_Balance_2,Sum_Balance_3,Sum_Balance_4,Sum_Balance_5,Sum_Balance_6,Sum_Balance_7,Sum_Balance_8,Sum_Balance_9,Sum_Balance_10,Sum_Balance_11,Sum_Balance_12,Sum_Balance_13,Sum_Balance_14,Sum_Balance_15,Sum_Balance_16,Sum_Balance_17,Sum_Balance_18,Sum_Balance_19,Sum_Balance_20,Sum_Balance_21,Sum_Balance_22,Sum_Balance_23,Sum_Balance_24,Sum_Balance_25,Sum_Balance_26,Sum_Balance_27,Sum_Balance_28,Sum_Balance_29,Feature_Depth_1,Feature_Depth_2,Feature_Depth_3,Feature_Depth_4,Feature_Depth_5,Feature_Depth_6,Feature_Depth_7,Feature_Depth_8,Feature_Depth_9,Feature_Depth_10,Feature_Depth_11,Feature_Depth_12,Feature_Depth_13,Feature_Depth_14,Feature_Depth_15,Feature_Depth_16,Feature_Depth_17,Feature_Depth_18,Feature_Depth_19,Feature_Depth_20,Feature_Depth_21,Feature_Depth_22,Feature_Depth_23,Feature_Depth_24,Feature_Depth_25,Feature_Depth_26,Feature_Depth_27,Feature_Depth_28,Feature_Depth_29,Subinventory_Size_1,Subinventory_Size_2,Subinventory_Size_3,Subinventory_Size_4,Subinventory_Size_5,Subinventory_Size_6,Subinventory_Size_7,Subinventory_Size_8,Subinventory_Size_9,Subinventory_Size_10,Subinventory_Size_11,Subinventory_Size_12,Subinventory_Size_13,Subinventory_Size_14,Subinventory_Size_15,Subinventory_Size_16,Subinventory_Size_17,Subinventory_Size_18,Subinventory_Size_19,Subinventory_Size_20,Subinventory_Size_21,Subinventory_Size_22,Subinventory_Size_23,Subinventory_Size_24,Subinventory_Size_25,Subinventory_Size_26,Subinventory_Size_27,Subinventory_Size_28,Subinventory_Size_29,Sum_Balance_By_Feature_Height1,Sum_Balance_By_Feature_Height2,Sum_Balance_By_Feature_Height29,Sum_Balance_By_Feature_Height28,Sum_Balance_By_Feature_Height8,Sum_Balance_By_Feature_Height16,Sum_Balance_By_Feature_Height10,Sum_Balance_By_Feature_Height14,Sum_Balance_By_Feature_Height20,Sum_Balance_By_Feature_Height12,Sum_Balance_By_Feature_Height7,Sum_Balance_By_Feature_Height21,Sum_Balance_By_Feature_Height13,Sum_Balance_By_Feature_Height5,Sum_Balance_By_Feature_Height26,Sum_Balance_By_Feature_Height6,Sum_Balance_By_Feature_Height11,Sum_Balance_By_Feature_Height25,Sum_Balance_By_Feature_Height4,Sum_Balance_By_Feature_Height22,Sum_Balance_By_Feature_Height15,Sum_Balance_By_Feature_Height3,Sum_Balance_By_Feature_Height27,Sum_Balance_By_Feature_Height18,Sum_Balance_By_Feature_Height24,Sum_Balance_By_Feature_Height17,Sum_Balance_By_Feature_Height19,Sum_Balance_By_Feature_Height23,Sum_Balance_By_Feature_Height9
788,I79,6,2,3,O9,,,,,,,,,,,,2,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,6,,,,,,6,,4,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,
789,I79,6,5,4,O10,,,,,,5,4,5,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,3,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,6,2,6,,,,,,,3,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,1.0,,,,,3.0,,,,,,,,
790,I80,6,6,5,O1,6,2,6,3,,4,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,4,,2,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,4.0,,,1.0,,,2.0,,,,,,,
791,I80,6,5,4,O2,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,6,,,1.0,1.0,,,,,,,,,,,0.0,,,,,,,,3.0,,,,,,
792,I80,6,2,4,O3,,,,,,,,2,,,2,,,,,4,,,,,,,,0,,,,,,,,,,,,,0,,,1,,,,,2,,,,,,,,3,,,,,,,,,,,,,6,,,6,,,,,4,,,,,,,,2,,,,,,,,,,0.0,2.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,
793,I80,6,6,4,O4,,,,,,,,,,6,,,0,2,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,6,,,2,5,,,5,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,
794,I80,6,2,3,O5,,,,,,,,2,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,4,,,,6,,,,,,,,6,,,,,,,,,,,,,,2.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
795,I80,6,2,4,O6,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,2,6,,,2.0,0.0,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,
796,I80,6,5,4,O7,,,2,,,,,,,,,,1,,,,0,,,,5,,,,,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,,,,,,,,,6,,,,,,,,,,5,,,,2,,,,6,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,0.0,,,,0.0,,,
797,I80,6,2,5,O8,,,2,,1,,,,,,,,4,2,,,,,,,,3,,,,,,,,,,2,,1,,,,,,,,4,0,,,,,,,,3,,,,,,,,,,6,,6,,,,,,,,2,6,,,,,,,,4,,,,,,,,,,,,,,,0.0,,,,,4.0,0.0,,,,,,1.0,,0.0,,,,,,,
798,I80,6,2,4,O9,,,,0,,,,,,,,2,,,,4,,,,,,,,,,4,,,,,,,3,,,,,,,,0,,,,2,,,,,,,,,,1,,,,,,,2,,,,,,,,6,,,,4,,,,,,,,,,6,,,,,,,,,2.0,,,,0.0,,,,,1.0,,,,0.0,,,,,,,,,,
799,I80,6,2,4,O10,,,,,,2,,2,,,,,,,3,,,,,,,,,,,,4,,,,,,,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,,,6,,6,,,,,,,4,,,,,,,,,,,,2,,,,,,,0.0,,,,,,,,,,,0.0,,,,,1.0,,4.0,,,,,,
800,I81,6,5,4,O1,5,2,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,0,1,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,
801,I81,6,2,3,O2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,,6,,6,,,0.0,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,
802,I81,6,2,4,O3,,,,,,0,,2,,,2,,,,,,,,,,,,,4,,,,,,,,,,,3,,0,,,1,,,,,,,,,,,,,2,,,,,,,,,,,2,,6,,,6,,,,,,,,,,,,,6,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,2.0,,,,
803,I81,6,5,5,O4,,,,,,,,,,5,,,,2,,2,1,,,,,,,4,,,,,,,,,,,,,,,0,,,,1,,3,2,,,,,,,4,,,,,,,,,,,,,,,6,,,,6,,3,5,,,,,,,2,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,4.0,0.0,,,
804,I81,6,10,5,O5,,,,,,4,,2,,,,5,,,,,,,,10,,,,,1,,,,,,,,,,4,,3,,,,1,,,,,,,,0,,,,,2,,,,,,,,,,2,,3,,,,5,,,,,,,,6,,,,,4,,,,,,,,,1.0,,,,2.0,1.0,,,,,,4.0,,0.0,,,,,,,,,,,
805,I81,6,6,5,O6,,4,,6,,,2,,,,,,,,,0,,,,,,,,,,,,,4,,3,,0,,,1,,,,,,,,,4,,,,,,,,,,,,,2,,4,,6,,,5,,,,,,,,,2,,,,,,,,,,,,,5,,2.0,1.0,,,0.0,,,,,0.0,,,,,,,,1.0,,,,,,,,,,
806,I81,6,2,5,O7,,,0,4,,,,,,,,,1,,,,,,,,2,,,,2,,,,,,,1,4,,,,,,,,,2,,,,,,,,0,,,,3,,,,,,,6,2,,,,,,,,,5,,,,,,,,6,,,,3,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,4.0,,,0.0,,,,,,,
807,I81,6,7,5,O8,,,3,,2,,,,,,4,,,7,,,,,,,4,,,,,,,,,,,3,,1,,,,,,4,,,0,,,,,,,2,,,,,,,,,,,4,,5,,,,,,2,,,6,,,,,,,4,,,,,,,,,,,,,,,,1.0,,,,1.0,,0.0,,,4.0,,,,,1.0,,,,,,,
808,I81,6,2,5,O9,,,,,,,4,,,,,2,,,,3,,4,,2,,,,,,,,,,,,,,,,4,,,,,0,,,,3,,1,,2,,,,,,,,,,,,,,,,2,,,,,6,,,,4,,6,,6,,,,,,,,,,,,,,,1.0,,,0.0,0.0,4.0,,,,,,,,,,,,,1.0,,,,,
809,I81,6,2,5,O10,,,,0,,4,,2,,,,,,,3,,,,,,,,,,,,4,,,,,,4,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,2,,6,,6,,,,,,,6,,,,,,,,,,,,4,,,,,,,0.0,,,,,,,,,,,1.0,,,0.0,,1.0,,2.0,,,,,,
810,I82,6,5,4,O1,5,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,
811,I82,6,5,5,O2,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,6,6,,,1.0,0.0,,,,,,,,,,,1.0,,,4.0,,,,,0.0,,,,,,
812,I82,6,2,4,O3,,,,,,0,,2,,,5,,,,,,,,,,,,,,,0,,,,,,,,,2,,0,,,1,,,,,,,,,,,,,,,3,,,,,,,,,4,,6,,,6,,,,,,,,,,,,,,,2,,,,,,,,0.0,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,
813,I82,6,10,5,O4,,,,,0,,,,,10,,,,0,,0,0,,,,,,,,,,,,,,,,,3,,,,,0,,,,1,,4,2,,,,,,,,,,,,,,,,,3,,,,,6,,,,5,,2,4,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,
814,I82,6,2,4,O5,,,,,,,,2,,,,3,,,,,,,,2,,,,,1,,,,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,,,,,,,,,,4,,,,6,,,,,,,,6,,,,,6,,,,,,,,,2.0,,,,0.0,1.0,,,,,,,,0.0,,,,,,,,,,,
815,I82,6,5,4,O6,,,,5,,,5,,,,,,,,,4,,,,,,,,,,,,,7,,,,0,,,1,,,,,,,,,3,,,,,,,,,,,,,2,,,,6,,,6,,,,,,,,,2,,,,,,,,,,,,,3,,,3.0,,,4.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
816,I82,6,5,5,O7,,,2,,,,,,,,,4,,,,,2,,,,5,,,,3,,,,,,,1,,,,,,,,,4,,,,,2,,,,0,,,,3,,,,,,,6,,,,,,,,,2,,,,,5,,,,6,,,,4,,,,,,,,,,,,,,4.0,,1.0,,,,,,1.0,,,,0.0,,,,0.0,,,
817,I82,6,5,4,O8,,,,,5,,,,,,,,,5,0,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,0,3,,,,,,2,,,,,,,,,,,,,6,,,,,,,,,6,2,,,,,,3,,,,,,,,,,,,,,,,1.0,,,,0.0,,1.0,,,,,,,0.0,,,,,,,,
818,I82,6,5,4,O9,,,,,,,,,,,,5,,,,,,0,,0,,,,,,2,,,,,,,,,,,,,,,0,,,,,,2,,3,,,,,,1,,,,,,,,,,,,,,,6,,,,,,3,,2,,,,,,6,,,,,,,,,,,,0.0,1.0,,,,,0.0,,,,,,,,,0.0,,,,,
819,I82,6,2,4,O10,,,,,,2,,2,,,,,,,0,,,,,,,,,,,,0,,,,,,,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,,,6,,6,,,,,,,5,,,,,,,,,,,,2,,,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,
820,I83,6,5,4,O1,,5,2,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,1,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,6,6,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,1.0,,,0.0,,,,,,,
821,I83,6,2,3,O2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,0.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,
822,I83,6,5,5,O3,,,,,,3,,5,,,1,,,,,2,,,,,,,,,,4,,,,,,,,,3,,0,,,1,,,,,2,,,,,,,,,,4,,,,,,,,,4,,6,,,6,,,,,5,,,,,,,,,,2,,,,,,,,1.0,0.0,,,,,,,,,4.0,1.0,0.0,,,,,,,,,,,,
823,I83,6,2,4,O4,,,,,0,,,,,,,,2,2,,,5,,,,,,,,,,,,,,,,,3,,,,,,,,2,0,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,5,6,,,6,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,0.0,,,,,,,,,,,,1.0,,,
824,I83,6,2,4,O5,,,,,,,,0,,,,1,,,,,,,,2,,,,,0,,,,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,,,,,,,,,,2,,,,6,,,,,,,,6,,,,,4,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,
825,I83,6,2,4,O6,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,2,5,,,0.0,0.0,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,
826,I83,6,5,4,O7,,,2,,,,,,,,,,2,,,,0,,,,5,,,,,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,,,,,,,,,6,,,,,,,,,,3,,,,2,,,,6,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,0.0,,,
827,I83,6,2,4,O8,,,,,3,,,,,,,,4,2,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,3,0,,,,,,,2,,,,,,,,,,,,,6,,,,,,,,2,6,,,,,,,4,,,,,,,,,,,,,,,,0.0,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,
828,I83,6,2,3,O9,,,,,,,,,,,,2,,,,0,,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,6,,,,4,,,,,,,,,,6,,,,,,,,,0.0,,,,0.0,,,,,1.0,,,,,,,,,,,,,,
829,I83,6,5,4,O10,,,,0,,2,,5,,,,,,,0,,,,,,,,,,,,,,,,,,3,,1,,0,,,,,,,2,,,,,,,,,,,,,,,,,,2,,6,,6,,,,,,,5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,
830,I84,6,2,4,O1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,
831,I84,6,2,4,O2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,6,,,0.0,1.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,
832,I84,6,2,4,O3,,,,,,,,2,,,4,,,,,2,,,,,,,,0,,,,,,,,,,,,,0,,,1,,,,,2,,,,,,,,3,,,,,,,,,,,,,6,,,6,,,,,6,,,,,,,,2,,,,,,,,,,0.0,1.0,,,,,,,,,,,1.0,,,,,,,,0.0,,,,
833,I84,6,2,5,O4,,,,,,,,,,2,,,0,7,,,4,,,0,,,,,,,,,,,,,,,,,,,0,,,3,1,,,2,,,4,,,,,,,,,,,,,,,,,,,6,,,3,6,,,5,,,2,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,0.0,,,,,,,,,,,,,1.0,,,
834,I84,6,2,4,O5,,,,,,,,0,,,,4,,,,,,,,2,,,,,2,,,,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,,,,,,,,,,2,,,,6,,,,,,,,6,,,,,6,,,,,,,,,0.0,,,,0.0,1.0,,,,,,,,1.0,,,,,,,,,,,
835,I84,6,2,4,O6,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,4,6,,,0.0,2.0,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,
836,I84,6,6,5,O7,,,2,,,,,,,,,0,4,,,,,,,,6,,,,4,,,,,,,1,,,,,,,,,4,2,,,,,,,,0,,,,3,,,,,,,5,,,,,,,,,2,5,,,,,,,,6,,,,4,,,,,,,,,,,,,,0.0,,1.0,1.0,,,,,2.0,,,,0.0,,,,,,,
837,I84,6,6,5,O8,,,,,2,,,,,,,,4,6,,,,,,,2,3,,,,,,,,,,,,1,,,,,,,,4,0,,,,,,,2,3,,,,,,,,,,,,5,,,,,,,,2,6,,,,,,,5,4,,,,,,,,,,,,,,,1.0,,,,0.0,4.0,0.0,,,,,,1.0,,,,,,,,,
838,I84,6,5,5,O9,,,,,,,0,,,,,5,,,,,,7,,0,,,,,,9,,,,,,,,,,4,,,,,0,,,,,,2,,3,,,,,,1,,,,,,,,,,2,,,,,6,,,,,,5,,4,,,,,,6,,,,,,,,,,,,0.0,1.0,0.0,,,,2.0,,,,,,,,,2.0,,,,,
839,I84,6,5,4,O10,,,,4,,2,,5,,,,,,,2,,,,,,,,,,,,,,,,,,3,,1,,0,,,,,,,2,,,,,,,,,,,,,,,,,,2,,6,,6,,,,,,,3,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,4.0,,1.0,,,,,,,,
840,I85,6,5,4,O1,5,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,4.0,,,2.0,,,,,,,
841,I85,6,2,4,O2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,6,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,
842,I85,6,2,4,O3,,,,,,,,2,,,5,,,,,0,,,,,,,,0,,,,,,,,,,,,,0,,,1,,,,,2,,,,,,,,3,,,,,,,,,,,,,6,,,6,,,,,5,,,,,,,,4,,,,,,,,,,0.0,0.0,,,,,,,,,,,1.0,,,,,,,,0.0,,,,
843,I85,6,6,5,O4,,,,,,,,,,6,,,0,4,,,7,,,0,,,,,,,,,,,,,,,,,,,0,,,3,1,,,2,,,4,,,,,,,,,,,,,,,,,,,6,,,4,5,,,5,,,2,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,,2.0,,,
844,I85,6,6,4,O5,,,,,,,,0,,,,2,,,,,,,,6,,,,,1,,,,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,,,,,,,,,,2,,,,5,,,,,,,,6,,,,,5,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,0.0,,,,,,,,,,,
845,I85,6,7,5,O6,,0,,7,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,4,,0,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,2,,6,,,5,,,,,,,,,,,,,,,,,,,,,4,4,,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,
846,I85,6,2,5,O7,,,2,,,,,,,,,,3,,,0,4,,,,2,,,,,,,,,,,1,,,,,,,,,,2,,,4,3,,,,0,,,,,,,,,,,6,,,,,,,,,,5,,,2,3,,,,6,,,,,,,,,,,,,,0.0,,,,,,0.0,1.0,,,,,,,,,0.0,,,,2.0,,,
847,I85,6,5,4,O8,,,,,2,,,,,,,,,5,4,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,0,3,,,,,,2,,,,,,,,,,,,,6,,,,,,,,,6,2,,,,,,5,,,,,,,,,,,,,,,,1.0,,,,2.0,,0.0,,,,,,,4.0,,,,,,,,
848,I85,6,2,4,O9,,,,,,,,,,,,2,,,,0,,1,,,,,,,,2,,,,,,,,,,,,,,,0,,,,3,,2,,,,,,,,1,,,,,,,,,,,,,,,6,,,,2,,5,,,,,,,,6,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,
849,I85,6,2,3,O10,,,,,,2,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,6,,6,,,,,,,4,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,
850,I86,6,5,4,O1,5,5,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,,,,
851,I86,6,5,5,O2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,7,5,,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,3,,5,6,6,,,1.0,1.0,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,
852,I86,6,5,4,O3,,,,,,,,5,,,5,,,,,7,,,,,,4,,,,,,,,,,,,,,,0,,,1,,,,,2,,,,,,3,,,,,,,,,,,,,,,6,,,6,,,,,3,,,,,,2,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,1.0,,,4.0,,,,,,,,,
853,I86,6,5,4,O4,,,,,0,,,,,5,,,2,2,,,,,,,,,,,,,,,,,,,,3,,,,,0,,,2,1,,,,,,,,,,,,,,,,,,,,2,,,,,6,,,3,6,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,
854,I86,6,2,4,O5,,,,,,,,4,,,,2,,,,,,,,2,,,,,3,,,,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,,,,,,,,,,2,,,,6,,,,,,,,6,,,,,4,,,,,,,,,4.0,,,,0.0,0.0,,,,,,,,1.0,,,,,,,,,,,
855,I86,6,2,4,O6,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,4,2,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,2,6,,,1.0,4.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,
856,I86,6,6,4,O7,,,1,,,,,,,,,,1,,,,,,,,6,,,,0,,,,,,,1,,,,,,,,,,2,,,,,,,,0,,,,3,,,,,,,5,,,,,,,,,,5,,,,,,,,6,,,,2,,,,,,,,,,,,,,,,1.0,0.0,,,,,0.0,,,,0.0,,,,,,,
857,I86,6,5,4,O8,,,,,2,,,,,,,,4,5,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,3,0,,,,,,,2,,,,,,,,,,,,,6,,,,,,,,2,6,,,,,,,3,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,0.0,,,,,,,,,,,,,,,
858,I86,6,2,4,O9,,,,,,,,,,,,2,,,,,,4,,0,,,,,,2,,,,,,,,,,,,,,,0,,,,,,2,,3,,,,,,1,,,,,,,,,,,,,,,6,,,,,,4,,2,,,,,,6,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,2.0,,,,,
859,I86,6,5,4,O10,,,,,,2,,5,,,,,,,,,0,,,,,,,,,,1,,,,,,,,1,,0,,,,,,,,,3,,,,,,,,,,2,,,,,,,,6,,6,,,,,,,,,2,,,,,,,,,,5,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,
860,I87,6,2,4,O1,2,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,
861,I87,6,5,4,O2,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,6,,,1.0,1.0,,,,,,,,,,,0.0,,,,,,,,3.0,,,,,,
862,I87,6,2,4,O3,,,,,,,,2,,,3,,,,,2,,,,,,,,0,,,,,,,,,,,,,0,,,1,,,,,2,,,,,,,,3,,,,,,,,,,,,,6,,,6,,,,,6,,,,,,,,2,,,,,,,,,,0.0,1.0,,,,,,,,,,,1.0,,,,,,,,0.0,,,,
863,I87,6,6,4,O4,,,,,,,,,,6,,,2,2,,,4,,,,,,,,,,,,,,,,,,,,,,0,,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,6,,,4,5,,,5,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,2.0,,,,,,,,,,,,,2.0,,,
864,I87,6,6,4,O5,,,,,,,,,,,,2,,,,,,,,6,,,,,0,0,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,2,3,,,,,,,,,,,,,,,5,,,,,,,,6,,,,,5,2,,,,,,,,,,,,1.0,0.0,,,,,0.0,,,0.0,,,,,,,,,,,
865,I87,6,10,5,O6,,,,10,,,6,,,,,,,,,2,,,,,0,,,,,,,1,,,,,0,,,1,,,,,,,,,3,,,,,4,,,,,,,2,,,,,6,,,5,,,,,,,,,3,,,,,2,,,,,,,4,,,,,0.0,,1.0,,,,,1.0,0.0,,,,,,,2.0,,,,,,,,,,
866,I87,6,2,4,O7,,,2,,,,,,,,,,1,,,,4,,,,2,,,,,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,,,,,,,,,6,,,,,,,,,,5,,,,2,,,,6,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,4.0,,,
867,I87,6,2,4,O8,,,3,,2,,,,,,,,,2,4,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,0,3,,,,,,,,,,,,,,,,,4,,6,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,4.0,1.0,,,,,,,
