"SEGMENT","ALTERNATE_NAMES","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
"S2","I129","+","+","+","+","-","-","+","+","+","+","+","-","-","+","+","+","+","-","-","-","-","+","-","+","+","+","-","+","+"
"S3","I129","+","+","-","+","-","-","+","+","+","-","-","-","+","-","-","-","+","-","+","-","-","-","+","-","-","-","+","-","-"
"S4","I129","-","-","+","-","+","-","+","+","-","-","-","-","+","-","+","+","+","+","+","-","-","-","+","+","+","-","-","-","-"
"S5","I129","-","+","-","+","+","+","+","-","-","-","+","+","+","-","+","-","-","+","+","-","+","-","-","+","-","-","-","+","+"
"S6","I129","+","-","-","+","-","-","+","-","+","-","-","+","-","-","+","+","-","-","-","+","-","+","-","-","-","-","-","-","-"
"S7","I129","+","+","+","+","-","-","-","-","-","+","-","-","-","-","-","-","-","+","+","+","-","+","-","-","-","+","+","-","-"
"S8","I129","+","+","+","-","+","+","-","-","-","-","-","-","-","-","-","+","-","+","+","-","-","-","+","-","+","-","+","-","-"
"S1","I130","+","-","+","-","-","-","-","-","+","+","+","+","+","+","+","+","+","+","+","-","+","-","+","-","+","-","+","-","+"
"S2","I130","+","+","+","-","+","-","-","+","+","-","-","+","+","+","+","-","+","+","+","-","-","+","-","-","-","+","+","-","+"
"S3","I130","+","-","-","-","+","-","-","+","-","+","-","+","+","+","+","-","+","+","+","-","+","+","-","-","-","-","-","-","-"
"S4","I130","+","+","-","+","+","-","+","+","+","-","-","+","+","+","+","+","+","+","-","+","-","-","-","-","-","+","+","+","-"
"S5","I130","+","-","-","+","-","-","+","-","-","-","+","-","+","-","+","-","-","-","-","+","+","-","-","+","-","-","+","-","+"
"S6","I130","+","-","-","+","+","+","+","+","+","+","+","-","+","+","+","+","+","-","+","-","-","-","+","+","+","-","-","+","+"
"S7","I130","+","+","-","+","+","-","-","+","-","-","+","+","+","+","-","+","+","-","+","+","+","+","-","+","+","+","+","-","+"
"S8","I130","+","-","-","-","+","+","-","-","+","+","+","+","-","-","-","+","-","+","+","-","+","-","-","-","-","+","-","+","-"
"S1","I131","+","+","+","+","-","+","+","+","+","+","-","-","+","+","+","-","-","-","+","-","-","-","-","+","+","+","-","+","-"
"S2","I131","-","+","-","+","+","-","-","-","-","-","-","+","-","-","+","-","-","-","-","+","+","+","+","-","-","-","+","+","+"
"S3","I131","+","-","-","+","+","+","-","+","-","-","-","-","-","-","+","+","+","-","+","+","+","+","-","-","+","+","-","-","+"
"S4","I131","-","-","+","-","-","+","-","-","-","+","-","+","-","+","-","+","-","+","+","-","+","-","-","+","-","+","-","-","-"
"S5","I131","-","-","+","+","+","-","+","+","-","+","+","+","+","+","+","-","+","+","-","+","-","+","-","+","+","+","-","+","-"
"S6","I131","+","+","+","+","+","+","+","+","-","-","-","-","-","+","+","+","-","-","-","+","-","-","-","+","-","+","-","+","-"
"S7","I131","-","-","-","+","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","+","-","-","+","-","+","+","+","+","+"
"S8","I131","+","-","-","-","+","+","+","-","+","-","-","+","+","-","-","+","-","-","-","+","-","-","+","+","-","+","+","+","+"
"S1","I132","+","+","+","+","+","-","+","+","+","+","+","+","+","-","-","-","-","+","-","+","+","+","-","-","-","-","-","+","+"
"S2","I132","-","-","+","-","-","-","+","+","-","-","+","+","+","-","+","+","-","-","+","+","-","-","+","+","-","-","-","-","+"
"S3","I132","-","+","-","+","+","-","+","+","-","+","+","+","+","+","+","+","-","-","+","+","+","-","+","+","-","+","+","-","+"
"S4","I132","+","-","+","-","+","-","+","-","+","-","+","+","-","+","-","+","+","+","+","+","-","+","+","+","+","+","+","+","-"
"S5","I132","-","-","+","-","-","-","+","+","-","+","+","+","+","-","-","-","-","+","-","+","-","+","+","-","-","-","-","-","-"
"S6","I132","+","-","-","+","-","+","-","-","-","-","-","-","-","+","+","+","+","-","-","+","-","-","-","+","-","+","+","+","+"
"S7","I132","-","+","+","+","-","-","+","-","-","+","-","-","+","-","-","-","-","+","-","-","-","+","+","-","+","-","+","+","-"
"S8","I132","+","-","-","+","-","+","+","+","+","+","-","-","-","+","+","+","+","+","-","+","+","-","+","-","+","-","+","-","-"
"S1","I133","+","-","+","+","+","+","-","-","-","-","+","+","-","+","+","+","+","+","+","+","+","-","+","-","-","-","-","+","-"
"S2","I133","-","+","+","+","+","-","+","-","+","-","+","-","-","+","+","-","-","-","-","+","+","+","-","-","+","-","+","+","+"
"S3","I133","+","+","-","-","-","-","-","-","-","+","-","+","+","-","+","-","-","+","-","+","+","+","-","-","+","+","-","+","-"
"S4","I133","-","+","+","-","-","-","-","-","+","-","+","+","+","+","+","-","-","+","+","-","+","+","-","-","+","-","-","+","-"
"S5","I133","-","-","-","+","-","+","+","-","-","-","+","+","-","-","+","-","+","+","-","-","-","-","-","+","+","-","-","+","+"
"S6","I133","+","-","+","+","+","-","+","+","+","+","-","+","-","+","-","+","+","+","-","-","-","-","-","-","+","-","-","+","+"
"S7","I133","+","+","+","-","-","+","-","-","+","+","-","-","+","+","+","-","-","-","-","+","-","-","-","-","+","+","-","+","-"
"S8","I133","+","-","-","+","-","+","+","+","+","+","+","+","-","-","+","+","+","+","-","-","-","-","+","+","-","+","+","+","+"
"S1","I134","+","+","+","-","-","-","+","+","+","+","-","+","-","+","-","+","-","+","+","+","-","+","-","+","+","+","+","-","+"
"S2","I134","+","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","+","+","-","+","+","-","+","+","+","-","+","-","+"
"S3","I134","-","-","+","+","+","+","-","+","-","+","+","+","+","-","+","-","-","+","-","-","-","+","-","-","-","-","+","-","+"
"S4","I134","-","+","+","+","+","+","-","+","-","-","+","+","-","+","-","+","+","+","-","+","-","+","+","-","-","-","-","+","+"
"S5","I134","-","+","-","+","+","+","-","+","-","-","-","+","-","-","+","-","+","+","-","-","+","-","-","-","+","-","-","-","+"
"S6","I134","-","-","-","+","-","-","+","-","-","+","-","+","+","-","-","+","-","+","-","-","+","+","-","-","-","-","+","+","-"
"S7","I134","+","-","-","+","+","-","-","-","+","+","-","+","+","-","+","+","-","+","+","+","-","-","-","-","+","-","-","+","+"
"S8","I134","-","+","-","+","-","-","+","-","+","-","-","-","+","-","-","-","+","+","+","+","-","+","-","-","+","+","+","-","+"
"S1","I135","+","+","-","-","-","+","-","+","-","+","+","+","-","+","+","-","+","-","-","+","-","+","-","-","+","+","-","-","+"
"S2","I135","-","+","+","+","-","-","+","-","+","+","-","-","-","-","+","-","+","+","-","+","-","-","+","-","+","-","+","+","+"
"S3","I135","-","-","-","-","+","+","+","-","+","-","-","-","-","+","-","-","-","-","+","+","+","+","-","-","-","+","+","+","+"
"S4","I135","-","-","-","+","+","-","-","-","+","+","-","-","+","-","+","+","-","-","+","-","+","-","+","+","-","+","-","-","+"
"S5","I135","+","+","+","-","-","-","+","+","+","-","+","-","+","-","+","-","+","+","-","+","+","-","+","+","-","-","+","+","+"
"S6","I135","+","-","-","-","+","+","-","+","+","-","+","-","-","-","-","+","-","+","+","-","+","+","+","+","+","-","+","-","+"
"S7","I135","+","-","-","+","-","-","-","+","-","+","+","+","+","-","+","-","+","+","+","+","+","-","+","-","+","+","+","+","+"
"S8","I135","-","+","-","-","+","+","+","-","-","-","-","-","+","+","-","+","+","-","+","-","-","-","+","-","-","-","-","-","-"
"S1","I136","-","-","+","+","-","-","-","+","-","+","-","-","+","+","+","-","+","+","+","+","+","+","+","+","-","-","+","-","-"
"S2","I136","-","-","+","+","+","+","-","-","-","+","-","+","-","-","-","-","+","-","+","-","+","+","+","-","-","-","-","+","-"
"S3","I136","+","+","-","+","-","-","-","+","-","+","-","-","-","+","+","+","+","-","+","+","+","-","-","+","+","+","+","-","+"
"S4","I136","-","+","+","+","-","-","+","+","-","-","-","+","+","-","+","+","-","+","+","+","-","+","+","+","+","-","-","+","+"
"S5","I136","-","+","-","+","-","-","-","+","-","-","-","+","-","-","-","+","+","-","+","+","-","-","-","+","-","-","-","+","-"
"S6","I136","-","+","+","-","+","+","+","-","+","+","-","+","+","-","-","-","+","-","+","-","-","-","+","+","+","+","-","+","+"
"S7","I136","+","+","-","+","+","+","+","-","-","+","+","+","+","+","-","-","-","+","+","+","-","-","-","+","+","+","-","+","-"
"S8","I136","+","-","-","-","+","-","+","+","-","+","+","+","+","+","-","+","-","-","-","+","-","-","+","+","-","+","+","+","+"
"S1","I137","+","+","-","-","-","-","-","+","+","-","+","-","+","-","-","+","-","-","+","+","-","+","-","-","-","+","+","+","+"
"S2","I137","-","+","-","-","+","-","+","+","-","-","-","-","+","-","-","-","+","+","-","-","+","-","+","+","+","-","+","+","+"
"S3","I137","-","-","+","-","-","+","-","-","+","-","+","+","-","-","+","-","+","-","-","-","-","+","+","-","-","-","-","+","-"
"S4","I137","+","+","-","-","+","+","-","-","+","-","-","+","+","+","-","-","+","+","-","+","-","-","-","+","+","-","+","-","+"
"S5","I137","+","-","+","+","-","-","-","+","+","-","-","+","-","+","+","+","+","-","-","-","+","-","-","+","-","+","+","-","-"
"S6","I137","+","-","+","-","-","-","+","+","+","-","+","-","+","+","-","-","-","+","-","+","-","-","+","-","-","+","+","-","+"
"S7","I137","+","-","-","-","+","-","-","+","+","+","-","+","-","-","+","+","-","-","-","+","-","-","+","-","+","-","-","-","+"
"S8","I137","-","+","-","-","+","-","-","-","-","+","+","-","-","+","-","+","-","+","+","+","+","+","+","+","+","-","-","+","+"
"S1","I138","-","+","-","+","+","-","+","-","-","+","+","-","-","-","-","-","+","+","+","+","-","-","-","-","-","+","-","-","-"
"S2","I138","-","-","-","-","+","+","+","+","-","-","-","+","+","+","-","-","-","-","-","-","+","+","+","-","+","-","-","-","-"
"S3","I138","-","+","-","+","+","-","+","+","+","+","-","+","+","-","+","+","+","+","+","-","+","+","+","-","+","-","-","-","-"
"S4","I138","-","+","-","-","+","-","+","+","-","-","+","+","+","-","-","-","-","+","-","-","+","-","-","+","-","-","-","-","+"
"S5","I138","-","+","+","+","+","-","+","-","+","-","+","+","+","-","-","+","+","+","-","+","+","-","+","-","+","-","+","+","-"
"S6","I138","+","+","+","-","+","-","+","-","+","-","+","+","-","+","-","+","-","+","-","+","-","+","+","-","-","-","-","+","-"
"S7","I138","+","+","+","-","+","-","-","+","+","+","-","-","-","-","-","-","+","-","+","+","-","-","+","+","-","-","+","+","-"
"S8","I138","-","+","-","-","-","-","-","-","+","-","+","-","+","-","+","-","-","-","-","+","-","+","-","+","-","+","-","+","-"
"S1","I139","-","+","+","-","-","+","+","+","+","+","-","-","-","+","+","-","-","+","+","-","-","-","-","-","-","-","+","+","+"
"S2","I139","+","-","-","-","-","-","+","+","-","-","+","+","-","-","-","-","-","-","-","-","-","+","+","-","+","+","+","-","+"
"S3","I139","+","-","-","-","+","+","-","+","-","-","-","+","+","+","+","+","+","-","+","+","+","-","-","+","-","-","-","-","+"
"S4","I139","-","+","-","+","+","-","-","-","-","+","-","+","+","-","+","+","-","+","+","-","+","+","-","+","-","-","-","-","-"
"S5","I139","-","-","-","-","-","+","+","+","-","+","+","-","+","+","-","-","+","-","+","+","-","-","-","-","+","+","+","-","-"
"S6","I139","-","+","-","-","-","+","-","+","-","-","-","+","+","+","+","+","-","+","+","+","+","-","+","+","-","+","+","-","+"
"S7","I139","+","+","-","+","-","+","-","-","+","+","-","+","+","+","-","-","+","+","+","+","+","-","-","+","+","+","-","-","-"
"S8","I139","-","-","+","-","+","-","-","+","+","-","+","+","-","-","-","+","+","-","+","+","+","+","-","+","+","+","-","+","+"
"S1","I140","-","-","+","-","+","-","-","-","+","-","+","+","+","-","-","+","-","-","-","-","+","+","+","-","+","+","-","-","-"
"S2","I140","-","-","+","+","-","+","+","+","+","-","+","-","-","-","-","-","+","+","+","-","-","+","+","+","+","-","+","+","+"
"S3","I140","+","-","-","+","-","-","-","-","-","+","+","-","-","+","-","-","+","-","+","+","-","+","-","+","-","+","-","+","+"
"S4","I140","-","-","-","+","+","+","+","+","+","+","+","-","-","-","-","+","-","+","+","+","+","+","+","+","-","-","-","+","+"
"S5","I140","+","-","-","-","+","+","+","+","+","-","+","-","+","-","-","-","-","-","-","+","-","-","+","+","-","+","+","-","-"
"S6","I140","+","+","+","-","-","+","+","-","-","+","+","-","+","-","+","-","+","-","+","-","+","+","+","-","+","+","+","+","+"
"S7","I140","+","-","-","+","-","-","-","+","+","-","+","+","+","+","-","+","-","+","+","+","-","+","+","+","-","+","-","-","-"
"S8","I140","-","+","-","-","-","+","-","-","-","+","-","+","+","+","-","+","-","-","+","-","-","+","+","+","+","+","-","+","-"
"S1","I141","+","+","+","+","+","-","-","-","-","-","+","+","-","+","+","+","-","-","-","+","+","-","+","+","-","-","+","-","-"
"S2","I141","-","-","+","+","-","-","+","-","-","-","-","+","-","+","-","+","+","-","+","-","+","-","-","+","+","+","+","+","+"
"S3","I141","+","+","+","+","-","+","-","-","-","+","+","+","-","-","+","-","-","-","-","-","+","+","+","+","-","-","+","-","-"
"S4","I141","+","-","-","-","+","-","-","-","+","+","-","+","+","-","-","+","+","-","-","+","-","+","+","+","-","+","-","+","-"
"S5","I141","-","+","+","+","-","-","+","+","-","+","+","-","+","+","-","+","-","+","-","+","+","+","-","+","-","+","-","+","-"
"S6","I141","+","+","+","+","-","+","-","+","+","-","+","-","+","-","-","+","-","-","+","+","+","-","-","-","-","+","-","+","+"
"S7","I141","+","+","-","-","+","-","+","+","+","+","-","-","-","-","-","-","-","+","+","-","+","+","-","+","+","+","+","+","+"
"S8","I141","+","-","-","+","+","+","-","-","-","+","-","+","-","+","-","+","+","-","-","-","-","+","+","+","-","+","-","-","+"
"S1","I142","-","-","+","-","-","-","-","+","+","-","+","-","+","-","-","+","+","+","-","-","+","+","+","+","+","+","+","-","+"
"S2","I142","-","+","-","+","+","-","+","-","-","-","+","+","+","-","-","-","+","+","+","+","-","+","+","+","+","+","-","+","-"
"S3","I142","+","-","+","-","-","-","+","-","-","-","+","-","-","-","-","+","+","-","+","+","-","+","-","-","-","+","-","-","-"
"S4","I142","-","-","-","-","-","+","+","+","+","+","+","-","+","+","+","+","-","-","+","-","+","+","-","-","+","-","+","+","+"
"S5","I142","+","-","-","-","-","-","-","+","-","+","-","-","+","+","+","+","-","+","-","+","-","-","+","-","+","-","-","-","-"
"S6","I142","-","+","+","+","-","-","+","-","+","-","+","-","+","+","-","-","-","-","+","+","-","-","-","-","-","-","+","-","+"
"S7","I142","+","+","+","-","+","+","+","+","+","+","+","-","-","-","-","+","+","-","+","-","-","-","+","-","-","+","-","+","-"
"S8","I142","+","+","-","-","+","-","+","+","-","+","+","+","-","+","+","-","+","-","+","-","-","+","+","+","+","+","-","+","+"
"S1","I143","+","+","-","-","+","+","-","+","+","-","+","+","-","-","+","+","+","-","+","-","+","+","-","+","+","+","+","-","-"
"S2","I143","-","-","-","-","+","+","+","-","-","+","-","-","+","+","-","-","-","+","-","-","+","-","+","-","+","+","-","+","+"
"S3","I143","-","+","+","-","+","+","+","-","+","-","+","+","-","-","+","+","-","+","-","+","+","-","-","-","+","+","-","+","+"
"S4","I143","-","+","-","-","+","-","+","-","-","-","+","+","+","+","+","-","-","+","+","+","-","+","-","-","-","+","-","-","+"
"S5","I143","-","-","+","-","+","-","-","-","+","-","+","+","+","+","-","-","+","-","-","+","+","-","-","+","-","+","-","+","-"
"S6","I143","-","+","+","-","+","-","+","-","+","+","-","-","+","+","-","-","-","+","-","-","+","+","+","-","-","-","+","-","+"
"S7","I143","+","+","+","+","-","+","+","+","-","-","-","+","+","+","-","-","-","-","-","-","-","+","-","-","+","-","+","-","+"
"S8","I143","+","+","-","-","-","+","+","+","+","+","-","-","-","-","-","+","+","-","-","-","+","+","-","-","+","+","+","+","-"
"S1","I144","+","+","+","+","-","+","-","-","+","+","-","+","+","-","+","+","+","-","-","-","-","+","+","-","+","+","-","+","+"
"S2","I144","+","-","+","+","-","+","+","+","+","-","-","+","-","+","+","+","-","+","-","-","+","-","-","-","-","+","-","+","-"
"S3","I144","+","+","+","+","+","-","+","-","+","-","-","-","-","-","+","+","-","-","+","-","-","+","-","+","-","+","-","+","+"
"S4","I144","+","-","-","+","+","+","-","-","+","+","+","-","-","+","+","-","-","-","+","-","-","+","+","-","-","-","-","-","-"
"S5","I144","+","+","-","-","-","+","-","-","+","+","+","-","+","-","-","+","+","+","+","+","-","-","+","-","-","-","+","-","-"
"S6","I144","+","+","-","+","+","-","+","+","+","-","+","-","-","-","+","-","-","-","+","+","+","-","-","+","+","-","-","-","-"
"S7","I144","+","+","+","-","-","+","+","+","+","-","+","+","+","+","+","-","-","+","+","+","-","+","-","+","-","-","+","+","-"
"S8","I144","-","+","-","-","+","-","+","+","-","+","+","+","+","-","+","+","-","+","+","-","-","+","-","+","-","-","+","-","+"
"S1","I145","-","-","+","+","+","+","+","+","-","-","+","-","+","+","-","-","-","-","+","-","+","-","+","+","-","-","+","-","-"
"S2","I145","-","-","-","-","+","+","+","+","+","+","+","-","+","-","-","-","+","+","+","+","+","-","-","+","+","-","+","+","-"
"S3","I145","-","+","+","+","-","-","+","+","-","-","+","+","+","-","-","-","-","-","-","-","-","+","-","-","-","+","-","+","-"
"S4","I145","-","+","+","-","-","+","+","+","-","+","-","-","+","+","+","-","-","+","-","+","-","-","+","+","-","+","-","+","+"
"S5","I145","-","+","-","-","-","+","-","-","-","-","+","-","-","+","+","+","-","-","+","+","-","-","-","-","+","-","-","+","-"
"S6","I145","+","-","+","+","+","+","-","+","+","+","-","+","-","+","+","+","+","+","-","+","+","+","-","+","-","+","-","+","-"
"S7","I145","-","-","-","+","-","+","+","+","+","-","-","-","-","+","-","-","-","-","-","+","+","+","+","+","-","+","-","+","+"
"S8","I145","+","-","+","+","+","+","+","-","-","+","+","+","+","-","+","-","+","+","+","+","+","-","-","+","+","-","-","+","+"
"S9","I145","+","+","-","-","+","+","+","-","+","-","-","-","-","+","+","-","-","+","-","+","+","+","-","-","-","-","-","+","+"
"S1","I146","-","-","-","-","-","+","+","+","-","-","-","+","-","+","+","+","+","-","+","-","-","-","-","+","+","+","-","+","-"
"S2","I146","-","+","+","+","-","-","+","-","-","-","-","+","+","+","-","+","+","-","-","+","-","-","-","-","-","+","-","+","+"
"S3","I146","+","-","+","-","+","+","-","-","-","-","-","+","-","-","+","+","-","-","+","+","-","+","-","-","+","-","+","-","+"
"S4","I146","-","+","-","-","-","+","+","+","-","+","-","+","-","+","+","-","-","-","+","-","+","-","-","-","-","-","-","-","+"
"S5","I146","-","-","+","+","+","-","+","+","+","-","+","-","-","-","+","+","+","-","+","-","+","-","-","+","-","+","+","+","+"
"S6","I146","+","-","-","+","+","+","+","-","-","+","-","-","-","+","+","-","-","-","+","-","+","+","+","+","+","-","+","+","+"
